CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL386000	371727	CHEMBL386000	371727		9	203.2	1.15	54.45	0	CCC(=O)N1C(=O)C(=O)c2ccccc12	1830025	Ki	=	17500	nM	4.76	Ki	=	17.5	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL191796	320777	CHEMBL191796	320777		22	300.23	2.57	120.42	0	[O-][N+](=O)c1cccc(c1)C(=O)C(=O)c2cccc(c2)[N+](=O)[O-]	2267349	Ki	=	18197.01	nM	4.74	pKi	=	4.74				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL222989	371729	CHEMBL222989	371729		11	205.17	.3	74.68	0	OC(=O)CN1C(=O)C(=O)c2ccccc12	1829834	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL1812848	1167875	CHEMBL1812848	1167875		3	274.37	3.62	34.14	0	O=C(Sc1ccccc1)C(=O)Sc2ccccc2	6317204	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL189988	321131	CHEMBL189988	321131	BENZYLSULFONYLBENZENE	60	232.3	2.66	34.14	0	O=S(=O)(Cc1ccccc1)c2ccccc2	1504846	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL192657	320795	CHEMBL192657	320795		33	332.22	1.98	160.88	0	Oc1ccc(cc1[N+](=O)[O-])C(=O)C(=O)c2ccc(O)c(c2)[N+](=O)[O-]	1504037	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL118305	194892	CHEMBL118305	194892	5-NITROISATIN	37	192.13	.73	89.31	0	[O-][N+](=O)c1ccc2NC(=O)C(=O)c2c1	1829828	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL372856	321141	CHEMBL372856	321141		34	360.28	2.59	138.88	0	COc1ccc(cc1[N+](=O)[O-])C(=O)C(=O)c2ccc(OC)c(c2)[N+](=O)[O-]	1504042	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL333636	194000	CHEMBL333636	194000		48	175.19	1.44	46.17	0	Cc1cc(C)c2NC(=O)C(=O)c2c1	1829821	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL3526991	1924693	CHEMBL3526991	1924693		(S)-Naproxen-beta-D-glucuronide	406.39	.39	142.75	0	COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(=O)O	15451695	Ki	=	707000	nM		Ki	=	707	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1494238	CHEMBL3530686	A	Reversible inhibition of human CES1 assessed as hydrolysis of 4NPA to 4NP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			92139	CHEMBL3526059	23386702	Drug Metab. Dispos.	2013	41	4	698					
CHEMBL235287	403248	CHEMBL235287	403248		16	222.33	3.29	34.14	0	O=C(C1CCCCC1)C(=O)C2CCCCC2	6317242	Ki	=	5	nM	8.3	Ki	=	5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL189886	318383	CHEMBL189886	318383	BENZIL	1	210.23	2.75	34.14	0	O=C(C(=O)c1ccccc1)c2ccccc2	1503287	Ki	=	6.9	nM	8.16	Ki	=	6.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303099	CHEMBL829609	B	Inhibition constant against human liver carboxylesterase 1 using 4-MUA (4-methylumbelliferone acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL362996	320976	CHEMBL362996	320976		25	342.35	3.82	68.28	0	O=C(C(=O)c1ccc(cc1)C(=O)C(=O)c2ccccc2)c3ccccc3	2267347	Ki	=	7.943	nM	8.1	pKi	=	8.1				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL395018	391586	CHEMBL395018	391586		23	282.19	3.31	34.14	0	Fc1cccc(C(=O)C(=O)c2cccc(F)c2F)c1F	1942221	Ki	=	34.7	nM	7.46	Ki	=	34.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192180	320766	CHEMBL192180	320766		8	244.68	3.41	34.14	0	Clc1ccc(cc1)C(=O)C(=O)c2ccccc2	2267362	Ki	=	47.86	nM	7.32	pKi	=	7.32				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL242931	391590	CHEMBL242931	391590		28	318.17	3.59	34.14	0	Fc1ccc(C(=O)C(=O)c2ccc(F)c(F)c2F)c(F)c1F	1942216	Ki	=	91.3	nM	7.04	Ki	=	91.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192252	320767	CHEMBL192252	320767		16	258.7	3.71	34.14	0	Cc1ccc(cc1)C(=O)C(=O)c2ccc(Cl)cc2	1503544	Ki	=	160	nM	6.8	Ki	=	160	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL193180	321011	CHEMBL193180	321011		13	318.17	3.59	34.14	0	Fc1cc(cc(F)c1F)C(=O)C(=O)c2cc(F)c(F)c(F)c2	1503521	Ki	=	372	nM	6.43	Ki	=	372	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL192625	321151	CHEMBL192625	321151		11	238.29	3.37	34.14	0	Cc1ccc(cc1)C(=O)C(=O)c2ccc(C)cc2	2267359	Ki	=	537.03	nM	6.27	pKi	=	6.27				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL435109	321083	CHEMBL435109	321083		15	270.28	2.77	52.6	0	COc1cccc(c1)C(=O)C(=O)c2cccc(OC)c2	2267355	Ki	=	1548.82	nM	5.81	pKi	=	5.81				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL373781	371704	CHEMBL373781	371704		64	320.3	1.45	74.76	0	O=C1N(CCN2C(=O)C(=O)c3ccccc23)c4ccccc4C1=O	1830093	Ki	=	1560	nM	5.81	Ki	=	1.56	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL115581	194818	CHEMBL115581	194818		14	237.26	2.42	37.38	0	O=C1N(Cc2ccccc2)c3ccccc3C1=O	1830022	Ki	=	1700	nM	5.77	Ki	=	1.7	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL385799	371675	CHEMBL385799	371675		49	216.02	2.13	46.17	0	Clc1ccc2NC(=O)C(=O)c2c1Cl	1830105	Ki	=	3020	nM	5.52	Ki	=	3.02	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL449475	472433	CHEMBL449475	472433		46	230.23	1.83	49.69	0	CCCCCCOCC(O)(O)C(F)(F)F	2267277	Ki	=	3311.31	nM	5.48	pKi	=	5.48				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL190677	318924	CHEMBL190677	318924	BENZOIN	1 (Benzoin)	212.25	2.6	37.3	0	OC(C(=O)c1ccccc1)c2ccccc2	1494279	Ki	=	7250	nM	5.14	Ki	=	7250	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303802	CHEMBL829851	B	Inhibition constant against human liver carboxylesterase (hCE1) expressed in Sf21 cells using 3 mM o-NPA	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	8	Homologous protein			21424	CHEMBL1141162	16107154	J. Med. Chem.	2005	48	17	5543					
CHEMBL376435	371668	CHEMBL376435	371668		45	215.13	1.84	46.17	0	FC(F)(F)c1cccc2C(=O)C(=O)Nc12	1830106	Ki	=	13100	nM	4.88	Ki	=	13.1	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL364734	320957	CHEMBL364734	320957		42	256.3	3.02	35.53	0	COC(OC)(C(=O)c1ccccc1)c2ccccc2	1502359	Ki	=	15300	nM	4.82	Ki	=	15300	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL221669	371686	CHEMBL221669	371686		57	195.6	1.78	46.17	0	Cc1c(Cl)ccc2C(=O)C(=O)Nc12	1830097	Ki	=	55300	nM	4.26	Ki	=	55.3	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL224884	371659	CHEMBL224884	371659		41	161.16	1.13	46.17	0	Cc1cccc2C(=O)C(=O)Nc12	1829826	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL235490	403235	CHEMBL235490	403235		3	270.28	2.77	52.6	0	COc1ccccc1C(=O)C(=O)c2ccccc2OC	1998146	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL1812847	1167874	CHEMBL1812847	1167874		2, Oxanilide	240.26	2.26	58.2	0	O=C(Nc1ccccc1)C(=O)Nc2ccccc2	6317198	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL192039	320760	CHEMBL192039	320760		32	274.23	1.57	115.06	0	Oc1ccc(C(=O)C(=O)c2ccc(O)cc2O)c(O)c1	1504032	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL482847	500191	CHEMBL482847	500191		18	546.26	4.81	92.34	1	Brc1cccc(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cccc(Br)c3)cc2	2634425	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL483676	500128	CHEMBL483676	500128		15	424.45	3.57	92.34	0	Fc1cccc(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2	2634422	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL486277	499950	CHEMBL486277	499950		60	545.47	6.17	92.34	2	Clc1ccc(cc1)S(=O)(=O)Nc2ccc3c(Cc4cc(NS(=O)(=O)c5ccc(Cl)cc5)ccc34)c2	2634467	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL487102	500624	CHEMBL487102	500624		43	526.25	5.9	92.34	2	Clc1ccc(cc1)S(=O)(=O)Nc2cc(Cl)c(NS(=O)(=O)c3ccc(Cl)cc3)cc2Cl	2634450	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL1473252	897136	CHEMBL1621346	1044297	TANSHINONE IIA SULFONATE	25, tanshinone IIA sulfonate	374.41	3.49	101.65	0	[Na+].Cc1c2C(=O)C(=O)c3c4CCCC(C)(C)c4ccc3c2oc1S(=O)(=O)[O-]	12703862	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL371371	320738	CHEMBL371371	320738		45	112.13	.55	34.14	0	CC1CCC(=O)C1=O	1502374	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL3526740	1924440	CHEMBL3526740	1924440		rac-Ibuprofen-beta-D-glucuronide	382.41	.42	133.52	0	CC(C)Cc1ccc(cc1)C(C)C(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(=O)O	15451694	Ki	=	355000	nM		Ki	=	355	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1494238	CHEMBL3530686	A	Reversible inhibition of human CES1 assessed as hydrolysis of 4NPA to 4NP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			92139	CHEMBL3526059	23386702	Drug Metab. Dispos.	2013	41	4	698					
